Opportunity ID,"Technology
Primary",Country,B2B Sales Medium,Sales Velocity,Opportunity Status,Sales Stage Iterations,Opportunity Size (USD),Client Revenue Sizing,Client Employee Sizing,Business from Client Last Year,Compete Intel,Opportunity Sizing
N00072614,ERP Implementation,United Kingdom,Enterprise Sellers,18,Lost,2,10000,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00005972,ERP Implementation,France,Enterprise Sellers,84,Lost,5,15067,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00011088,ERP Implementation,Spain,Marketing,43,Won,7,25340,500K to 1M,More than 25K,"50,000 - 100,000",Known,20K to 30K
N00043288,ERP Implementation,Spain,Enterprise Sellers,6,Lost,2,27189,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00006122,ERP Implementation,France,Marketing,83,Lost,3,42741,100K or less,1K or less,0 (No business),,40K to 50K
N00060047,Technical Business Solutions,Sweden,Enterprise Sellers,35,Lost,3,7700,100K or less,1K or less,0 (No business),Unknown,10K or less
N00055412,Technical Business Solutions,Sweden,Enterprise Sellers,74,Lost,3,34385,100K or less,1K or less,0 (No business),Unknown,30K to 40K
N00039498,ERP Implementation,Spain,Enterprise Sellers,5,Lost,4,31420,100K or less,1K or less,0 (No business),,30K to 40K
N00058453,ERP Implementation,Sweden,Marketing,47,Lost,5,31261,100K or less,1K or less,0 (No business),Known,30K to 40K
N00026699,ERP Implementation,France,Online Leads,53,Lost,2,43122,100K or less,1K or less,0 (No business),,40K to 50K
N00003982,ERP Implementation,Spain,Marketing,90,Lost,2,25000,More than 1M,1K to 5K,0 (No business),Unknown,20K to 30K
N00062482,Technical Business Solutions,Sweden,Marketing,49,Lost,3,17000,100K or less,1K or less,0 (No business),Known,10K to 20K
N00073851,ERP Implementation,Netherlands,Online Leads,25,Lost,2,35814,100K or less,1K or less,0 (No business),Unknown,30K to 40K
N00033157,Technical Business Solutions,France,Marketing,9,Lost,2,44906,100K or less,1K or less,0 (No business),,40K to 50K
N00047553,Technical Business Solutions,Sweden,Marketing,85,Lost,4,5000,250K to 500K,5K to 15K,0 (No business),Unknown,10K or less
N00026008,Technical Business Solutions,Spain,Enterprise Sellers,29,Lost,2,25827,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00021687,Legacy Modernization,Germany,Enterprise Sellers,51,Lost,2,26315,More than 1M,15K to 25K,0 (No business),Unknown,20K to 30K
N00066339,Technical Business Solutions,Netherlands,Partners,35,Lost,2,48343,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00025760,Technical Business Solutions,Spain,Enterprise Sellers,44,Lost,2,12500,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00010822,Technical Business Solutions,France,Enterprise Sellers,35,Lost,5,31098,250K to 500K,1K or less,0 (No business),Unknown,30K to 40K
N00028529,ERP Implementation,Spain,Marketing,26,Lost,3,15000,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00000117,ERP Implementation,France,Marketing,91,Lost,6,53922,100K or less,1K or less,0 (No business),Known,50K to 60K
N00061306,ERP Implementation,Italy,Enterprise Sellers,27,Lost,2,49960,100K or less,15K to 25K,0 (No business),Unknown,40K to 50K
N00035179,ERP Implementation,France,Marketing,27,Lost,2,51558,100K or less,1K or less,0 (No business),Unknown,50K to 60K
N00056389,ERP Implementation,Italy,Enterprise Sellers,74,Lost,6,39427,100K or less,5K to 15K,0 (No business),Unknown,30K to 40K
N00058471,ERP Implementation,Netherlands,Marketing,53,Lost,2,33825,More than 1M,More than 25K,0 (No business),Unknown,30K to 40K
N00071074,ERP Implementation,Sweden,Marketing,25,Won,3,75845,100K or less,1K or less,0 (No business),Known,More than 60K
N00033128,Legacy Modernization,Spain,Marketing,11,Lost,3,46923,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00024342,ERP Implementation,Spain,Enterprise Sellers,55,Won,3,10429,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00028760,Technical Business Solutions,Spain,Marketing,34,Lost,2,40132,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00010943,ERP Implementation,France,Enterprise Sellers,71,Lost,2,15501,100K or less,1K to 5K,0 (No business),Unknown,10K to 20K
N00040494,ERP Implementation,Spain,Enterprise Sellers,5,Lost,3,15000,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00004644,ERP Implementation,Spain,Enterprise Sellers,95,Won,2,45227,500K to 1M,15K to 25K,0 (No business),Unknown,40K to 50K
N00004097,Technical Business Solutions,Spain,Marketing,49,Lost,6,42637,500K to 1M,More than 25K,0 (No business),Known,40K to 50K
N00005490,Technical Business Solutions,Spain,Marketing,80,Lost,6,40438,500K to 1M,1K to 5K,0 (No business),Known,40K to 50K
N00002838,Technical Business Solutions,France,Enterprise Sellers,79,Lost,4,6200,100K or less,1K or less,0 (No business),Unknown,10K or less
N00032211,ERP Implementation,Spain,Enterprise Sellers,44,Won,1,11500,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00021665,ERP Implementation,Germany,Enterprise Sellers,60,Lost,2,15000,More than 1M,1K to 5K,0 (No business),Known,10K to 20K
N00016200,ERP Implementation,France,Enterprise Sellers,79,Won,1,26003,250K to 500K,1K to 5K,"More than 100,000",Unknown,20K to 30K
N00053609,ERP Implementation,Netherlands,Enterprise Sellers,41,Won,5,850,100K or less,5K to 15K,0 (No business),,10K or less
N00067698,Technical Business Solutions,Italy,Enterprise Sellers,10,Lost,3,25000,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00036026,ERP Implementation,Spain,Marketing,16,Lost,2,48239,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00024780,Technical Business Solutions,Germany,Enterprise Sellers,58,Lost,2,18421,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00036815,Technical Business Solutions,Spain,Enterprise Sellers,16,Lost,3,20116,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00046908,Technical Business Solutions,Italy,Marketing,63,Lost,3,40805,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00050447,ERP Implementation,Sweden,Enterprise Sellers,90,Lost,2,21563,100K or less,5K to 15K,0 (No business),Known,20K to 30K
N00006495,Technical Business Solutions,France,Enterprise Sellers,24,Won,6,14703,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00029090,Technical Business Solutions,Spain,Enterprise Sellers,37,Won,9,6000,100K or less,1K or less,0 (No business),Unknown,10K or less
N00008284,Technical Business Solutions,Spain,Marketing,73,Lost,3,43420,More than 1M,More than 25K,0 (No business),Unknown,40K to 50K
N00001704,ERP Implementation,Spain,Marketing,73,Lost,3,10000,More than 1M,15K to 25K,0 (No business),Unknown,10K to 20K
N00044221,ERP Implementation,Spain,Enterprise Sellers,0,Lost,2,10000,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00018336,ERP Implementation,Spain,Marketing,26,Lost,2,21636,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00025965,Technical Business Solutions,France,Marketing,36,Lost,2,30730,100K or less,1K or less,0 (No business),,30K to 40K
N00022285,ERP Implementation,Germany,Marketing,64,Lost,2,42853,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00013749,ERP Implementation,France,Enterprise Sellers,83,Won,2,34177,250K to 500K,15K to 25K,0 (No business),Unknown,30K to 40K
N00039871,ERP Implementation,France,Tele Sales,24,Won,6,4000,100K or less,1K or less,"50,000 - 100,000",,10K or less
N00069699,ERP Implementation,Netherlands,Enterprise Sellers,20,Lost,2,10441,100K or less,1K or less,0 (No business),Known,10K to 20K
N00013691,ERP Implementation,Spain,Enterprise Sellers,83,Won,2,10000,100K or less,More than 25K,"More than 100,000",Unknown,10K to 20K
N00014106,ERP Implementation,Spain,Enterprise Sellers,62,Lost,2,6000,100K or less,1K or less,0 (No business),Unknown,10K or less
N00009751,ERP Implementation,France,Tele Sales,81,Lost,2,5000,100K or less,1K or less,0 (No business),Unknown,10K or less
N00040979,ERP Implementation,France,Enterprise Sellers,9,Won,2,22110,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00017596,ERP Implementation,Germany,Enterprise Sellers,35,Lost,4,14331,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00055597,Technical Business Solutions,Italy,Marketing,17,Lost,4,111181,100K or less,1K or less,0 (No business),Unknown,More than 60K
N00059188,ERP Implementation,Sweden,Enterprise Sellers,60,Lost,3,1000,100K or less,1K or less,0 (No business),Unknown,10K or less
N00075059,ERP Implementation,Sweden,Online Leads,17,Lost,2,8000,100K or less,1K or less,0 (No business),,10K or less
N00013297,Legacy Modernization,Spain,Enterprise Sellers,62,Lost,3,39354,100K or less,1K or less,0 (No business),Unknown,30K to 40K
N00041063,Technical Business Solutions,France,Enterprise Sellers,17,Lost,2,41451,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00019702,ERP Implementation,France,Partners,71,Lost,2,5000,100K or less,1K or less,0 (No business),Unknown,10K or less
N00001946,Technical Business Solutions,Spain,Marketing,82,Lost,3,31739,500K to 1M,More than 25K,"More than 100,000",Unknown,30K to 40K
N00034687,ERP Implementation,Germany,Marketing,15,Lost,2,50380,100K or less,1K or less,0 (No business),Unknown,50K to 60K
N00003579,ERP Implementation,Germany,Marketing,91,Lost,7,55641,100K to 250K,1K or less,0 (No business),,50K to 60K
N00002930,ERP Implementation,Spain,Enterprise Sellers,91,Lost,5,15337,100K or less,1K to 5K,0 (No business),Unknown,10K to 20K
N00006369,Technical Business Solutions,Spain,Marketing,89,Lost,2,35718,More than 1M,5K to 15K,0 (No business),Unknown,30K to 40K
N00039732,ERP Implementation,Germany,Marketing,25,Lost,1,100,100K or less,1K or less,0 (No business),Unknown,10K or less
N00032281,Technical Business Solutions,Germany,Enterprise Sellers,16,Lost,3,43042,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00005208,ERP Implementation,Spain,Marketing,74,Lost,2,30998,100K or less,1K to 5K,0 (No business),Unknown,30K to 40K
N00023347,ERP Implementation,France,Online Leads,48,Lost,3,34374,100K or less,1K or less,0 (No business),Unknown,30K to 40K
N00068240,ERP Implementation,United Kingdom,Enterprise Sellers,42,Lost,2,33773,100K or less,1K or less,0 (No business),Unknown,30K to 40K
N00066830,ERP Implementation,United Kingdom,Marketing,36,Lost,2,14454,100K or less,1K or less,0 (No business),,10K to 20K
N00038476,ERP Implementation,Germany,Partners,26,Won,4,5421,100K or less,1K or less,"More than 100,000",Unknown,10K or less
N00048808,ERP Implementation,Sweden,Enterprise Sellers,93,Won,3,38605,100K or less,1K or less,0 (No business),Unknown,30K to 40K
N00049161,ERP Implementation,United Kingdom,Marketing,89,Lost,2,34849,250K to 500K,1K or less,0 (No business),Known,30K to 40K
N00051882,ERP Implementation,Netherlands,Marketing,42,Won,3,6060,More than 1M,1K or less,0 (No business),Known,10K or less
N00045260,ERP Implementation,Spain,Enterprise Sellers,5,Won,1,32178,100K or less,1K or less,0 (No business),Unknown,30K to 40K
N00021567,Technical Business Solutions,Germany,Marketing,12,Lost,2,41915,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00036043,Analytics,Spain,Marketing,14,Lost,2,43873,100K or less,1K or less,0 (No business),Known,40K to 50K
N00029173,Technical Business Solutions,France,Marketing,50,Lost,1,10000,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00047831,Technical Business Solutions,Italy,Marketing,79,Lost,4,45382,More than 1M,More than 25K,0 (No business),Known,40K to 50K
N00004574,Technical Business Solutions,Spain,Marketing,84,Lost,3,30795,100K to 250K,15K to 25K,0 (No business),Known,30K to 40K
N00070120,ERP Implementation,Italy,Marketing,17,Lost,2,33059,100K or less,1K or less,0 (No business),Unknown,30K to 40K
N00005602,ERP Implementation,Spain,Enterprise Sellers,101,Won,2,15337,100K or less,15K to 25K,0 (No business),Unknown,10K to 20K
N00000502,Technical Business Solutions,France,Partners,88,Lost,4,15000,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00009581,ERP Implementation,Spain,Enterprise Sellers,91,Won,2,20761,250K to 500K,5K to 15K,0 (No business),Unknown,20K to 30K
N00059888,ERP Implementation,Sweden,Enterprise Sellers,63,Lost,3,5000,100K or less,1K or less,0 (No business),Unknown,10K or less
N00069009,Technical Business Solutions,Italy,Enterprise Sellers,28,Won,5,8000,100K or less,1K or less,0 (No business),Unknown,10K or less
N00053514,Technical Business Solutions,Sweden,Marketing,82,Lost,2,50180,500K to 1M,5K to 15K,0 (No business),Known,50K to 60K
N00033272,Technical Business Solutions,Spain,Marketing,35,Lost,3,40553,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00043073,ERP Implementation,Germany,Marketing,7,Won,5,19825,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00057208,ERP Implementation,United Kingdom,Enterprise Sellers,75,Won,2,20848,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00041932,ERP Implementation,Germany,Enterprise Sellers,12,Lost,2,25000,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00033072,ERP Implementation,Spain,Enterprise Sellers,24,Won,2,25000,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00010266,Technical Business Solutions,Spain,Marketing,81,Lost,3,59206,500K to 1M,15K to 25K,0 (No business),Known,50K to 60K
N00072182,ERP Implementation,United Kingdom,Enterprise Sellers,21,Lost,6,10551,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00051277,ERP Implementation,Sweden,Marketing,45,Won,5,47908,100K or less,1K or less,0 (No business),Known,40K to 50K
N00019708,ERP Implementation,Spain,Marketing,37,Lost,3,44725,100K or less,5K to 15K,0 (No business),Unknown,40K to 50K
N00016894,ERP Implementation,France,Marketing,65,Lost,2,50506,100K or less,1K or less,0 (No business),Unknown,50K to 60K
N00069710,Technical Business Solutions,Italy,Marketing,38,Lost,3,39277,100K or less,1K or less,0 (No business),Unknown,30K to 40K
N00002625,Technical Business Solutions,France,Enterprise Sellers,53,Lost,7,35873,More than 1M,1K or less,0 (No business),Unknown,30K to 40K
N00068746,ERP Implementation,United Kingdom,Marketing,27,Lost,2,33502,100K or less,1K or less,0 (No business),,30K to 40K
N00001695,ERP Implementation,Spain,Marketing,71,Lost,3,37352,More than 1M,More than 25K,0 (No business),Unknown,30K to 40K
N00050771,ERP Implementation,Netherlands,Marketing,74,Lost,2,43625,500K to 1M,1K or less,0 (No business),Unknown,40K to 50K
N00073981,ERP Implementation,Italy,Enterprise Sellers,18,Won,2,13000,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00055442,Technical Business Solutions,Netherlands,Marketing,65,Lost,3,54904,More than 1M,15K to 25K,0 (No business),Unknown,50K to 60K
N00050333,ERP Implementation,Italy,Enterprise Sellers,80,Won,6,0,100K or less,1K or less,"25,000 - 50,000",Unknown,10K or less
N00017684,ERP Implementation,France,Marketing,74,Lost,3,1000,More than 1M,5K to 15K,0 (No business),,10K or less
N00024858,ERP Implementation,Germany,Marketing,55,Won,4,50637,100K or less,1K or less,"25,000 - 50,000",,50K to 60K
N00002605,ERP Implementation,Spain,Enterprise Sellers,59,Lost,3,37709,100K or less,1K or less,0 (No business),Unknown,30K to 40K
N00041800,Technical Business Solutions,Germany,Marketing,11,Lost,2,31427,100K or less,1K or less,0 (No business),Unknown,30K to 40K
N00055531,Technical Business Solutions,United Kingdom,Marketing,65,Lost,5,35817,100K to 250K,1K to 5K,0 (No business),Unknown,30K to 40K
N00037435,ERP Implementation,France,Marketing,13,Lost,4,45309,100K or less,1K or less,0 (No business),,40K to 50K
N00014762,ERP Implementation,Germany,Enterprise Sellers,82,Won,1,1550,100K or less,1K or less,0 (No business),Unknown,10K or less
N00076135,ERP Implementation,Italy,Marketing,11,Lost,2,45105,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00017437,Technical Business Solutions,Spain,Marketing,45,Lost,3,40249,500K to 1M,More than 25K,0 (No business),Unknown,40K to 50K
N00015936,ERP Implementation,Spain,Partners,76,Lost,3,42454,500K to 1M,More than 25K,0 (No business),Known,40K to 50K
N00077274,ERP Implementation,Netherlands,Enterprise Sellers,6,Won,2,11000,100K or less,1K or less,0 (No business),,10K to 20K
N00049784,ERP Implementation,United Kingdom,Marketing,87,Lost,3,39027,100K or less,More than 25K,0 (No business),Known,30K to 40K
N00023782,Technical Business Solutions,Spain,Marketing,54,Lost,2,31165,100K or less,1K or less,0 (No business),Unknown,30K to 40K
N00043986,ERP Implementation,Spain,Marketing,10,Won,2,3000,100K or less,1K or less,"25,000 - 50,000",Unknown,10K or less
N00076659,ERP Implementation,Netherlands,Marketing,4,Lost,2,28639,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00032889,ERP Implementation,France,Enterprise Sellers,16,Lost,4,48646,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00023847,ERP Implementation,Spain,Marketing,58,Lost,3,51385,100K or less,1K or less,"50,000 - 100,000",Known,50K to 60K
N00018975,Technical Business Solutions,Spain,Marketing,70,Lost,2,56199,100K or less,1K to 5K,"50,000 - 100,000",Known,50K to 60K
N00071837,ERP Implementation,Sweden,Marketing,30,Lost,2,45608,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00028205,ERP Implementation,Germany,Marketing,40,Lost,3,42357,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00022196,ERP Implementation,Germany,Marketing,44,Lost,3,36743,100K or less,1K or less,0 (No business),Known,30K to 40K
